Fusion index,Description,Config,Name,OpType,Count,Bounded-by,Execution time,Compute time,Memory time,ICI/NVLink time,ICI/NVLink outbound traffic,ICI/NVLink inbound traffic,Aggregated DCN time,DCN 0 time,PCIe time,Temporary memory size,Persistent memory size,MXU time,VPU time,Transpose time,Permute time,Bytes accessed,Input Tensor Shapes,Output Tensor Shapes,FLOP Count,Op Name,Op Code,Weight Size,Output Shape,parsed_op_type,dim_labels,tile_shapes,num_tiles,max_vmem_demand_bytes,num_mxu_ops,einsum_B_size,einsum_M_size,einsum_N_size,einsum_K_size,vu_softmax_time_ns,Compute Time (ns),Bytes Accessed,DVFS SA Policy,DVFS SA Voltage (V),DVFS SA Frequency (GHz),DVFS VU Policy,DVFS VU Voltage (V),DVFS VU Frequency (GHz),DVFS SRAM Policy,DVFS SRAM Voltage (V),DVFS SRAM Frequency (GHz),DVFS HBM Policy,DVFS HBM Voltage (V),DVFS HBM Frequency (GHz),DVFS ICI Policy,DVFS ICI Voltage (V),DVFS ICI Frequency (GHz),Vmem time,static_energy_sa_J,static_energy_vu_J,static_energy_sram_J,static_energy_hbm_J,static_energy_ici_J,static_energy_other_J,dynamic_energy_sa_J,dynamic_energy_vu_J,dynamic_energy_sram_J,dynamic_energy_hbm_J,dynamic_energy_ici_J,dynamic_energy_other_J,static_energy_J,dynamic_energy_J,total_energy_J,static_power_W,dynamic_power_W,total_power_W,num_setpm_sa,num_setpm_vu,num_setpm_sram,num_setpm_hbm,num_setpm_ici,tflops_per_sec,hbm_bw_GBps,flops_util,hbm_bw_util,DVFS SA Scaling Time (ns),DVFS SA Power Efficiency (%),DVFS VU Scaling Time (ns),DVFS VU Power Efficiency (%),DVFS SRAM Scaling Time (ns),DVFS SRAM Power Efficiency (%),DVFS HBM Scaling Time (ns),DVFS HBM Power Efficiency (%),DVFS ICI Scaling Time (ns),DVFS ICI Power Efficiency (%),DVFS SA Activity Factor,DVFS VU Activity Factor,DVFS SRAM Activity Factor,DVFS HBM Activity Factor,DVFS ICI Activity Factor
8,Fwd-SlidingAttention--FlashAttention-8,"FlashAttention(q=1x2048x64x64,k=1x128x8x64,v=1x128x8x64,memory_placements=[0, 0, 0],type=DT_BFLOAT16)",FwdSlidingAttentionFlashAttention8FlashAttention,MXU,12,Memory,22693,19314,22693,0,0,0,0,0,0,0,0,19314,9637,0,0,67371008,"DT_BFLOAT16:[1,2048,64,64],DT_BFLOAT16:[1,128,8,64],DT_BFLOAT16:[1,128,8,64]","[DT_BFLOAT16:(1,2048,64,64)]",4362076160,FwdSlidingAttentionFlashAttention8FlashAttention,FlashAttention,0,[],FlashAttention,,"[128, 2048]",,67371008,2048,64,128,2048,64,6425,19314,67371008,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,192.22122064072622,2764.9116743048517,0.4214549523618303,0.9999680558064563,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
9,Fwd-SlidingAttention--Attention_output-9,"XlaEinsum(a=1x2048x64x64,b=64x64x2880,eq=BLND;NDM->BLM,memory_placements=0_0_0,type=DT_BFLOAT16)",FwdSlidingAttentionAttentionoutput9MatMulattnOutputattnAvgWo,MXU,12,Compute,110852,110852,17572,0,0,0,0,0,0,0,0,110852,18472,0,0,52166656,"DT_BFLOAT16:[1,2048,64,64],DT_BFLOAT16:[64,64,2880]","[DT_BFLOAT16:(1,2048,2880)]",48318382080,FwdSlidingAttentionAttentionoutput9MatMulattnOutputattnAvgWo,Einsum,23592960,[],Einsum,"BLND,NDM->BLM","[[1, 2048, 64, 64], [64, 64, 2880], [1, 2048, 2880]]",1,21889024,11776,1,2048,2880,4096,0,110852,52166656,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,19638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,435.88191534658824,438.2779234925847,0.9556936078932479,0.1585091947531952,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
10,Fwd-SlidingAttention--Attention_layernorm-10,"LayerNorm(x=1x2048x2880,memory_placements=0_0,type=DT_BFLOAT16)",FwdSlidingAttentionAttentionlayernorm10YnormLayerNormy,VPU,12,Memory,7947,4518,7947,0,0,0,0,0,0,0,0,0,4518,0,0,23592960,"DT_BFLOAT16:[1,2048,2880]","[DT_BFLOAT16:(1,2048,2880)]",47185920,FwdSlidingAttentionAttentionlayernorm10YnormLayerNormy,LayerNorm,0,[],LayerNorm,,,,,0,,,,,0,4518,23592960,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,5.93757644394111,2764.8994903737257,0.5684720094153176,0.9999636493214198,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
11,FFN_MoE_gate-scores,"XlaEinsum(a=1x2048x2880,b=32x2880,eq=BSM;RM->BSR,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNMoEgatescoresscoreslinearxselfweight,MXU,24,Memory,4080,3483,4080,0,0,0,0,0,0,0,0,3483,577,0,0,12111872,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[32,2880]","[DT_BFLOAT16:(1,2048,32)]",377487360,FFNMoEgatescoresscoreslinearxselfweight,Einsum,184320,[],Einsum,"BSM,RM->BSR","[[1, 2048, 2880], [32, 2880], [1, 2048, 32]]",1,4390912,368,1,2048,32,2880,0,3483,12111872,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,92.52141176470587,2764.720542758119,0.20285797300509786,0.9998989304730991,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
12,FFN_MoE_gate-scores_softmax,"Softmax(x=1x2048x32,memory_placements=0_0,type=DT_FLOAT32)",FFNMoEgatescoressoftmaxscoressoftmaxscores,VPU,24,Memory,500,26,500,0,0,0,0,0,0,0,0,0,26,0,0,524288,"DT_FLOAT32:[1,2048,32]","[DT_FLOAT32:(1,2048,32)]",262144,FFNMoEgatescoressoftmaxscoressoftmaxscores,Softmax,0,[],Softmax,,,,,0,,,,,0,26,524288,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.524288,976.5625,0.05019607843137254,0.3531871609403255,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
13,FFN_routed_expert0-Fwd-FFN-encoder-FFgate,"XlaEinsum(a=1x2048x2880,b=2880x2880,eq=BLM;MH->BLH,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert0FwdFFNencoderFFgateMatMulhgate2ynorm2WFFgate1,MXU,24,Compute,79680,79680,13535,0,0,0,0,0,0,0,0,79680,13277,0,0,40181760,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,2880]","[DT_BFLOAT16:(1,2048,2880)]",33973862400,FFNroutedexpert0FwdFFNencoderFFgateMatMulhgate2ynorm2WFFgate1,Einsum,16588800,[],Einsum,"BLM,MH->BLH","[[1, 2048, 2880], [2880, 2880], [1, 2048, 2880]]",1,21889024,8464,1,2048,2880,2880,0,79680,40181760,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,426.3787951807229,469.6558757000659,0.934857526198192,0.16985745956602746,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
14,FFN_routed_expert0-Fwd-FFN-encoder-FFup,"XlaEinsum(a=1x2048x2880,b=2880x2880,eq=BLM;MH->BLH,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert0FwdFFNencoderFFupMatMulhup2ynorm2WFFup1,MXU,24,Compute,79680,79680,13535,0,0,0,0,0,0,0,0,79680,13277,0,0,40181760,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,2880]","[DT_BFLOAT16:(1,2048,2880)]",33973862400,FFNroutedexpert0FwdFFNencoderFFupMatMulhup2ynorm2WFFup1,Einsum,16588800,[],Einsum,"BLM,MH->BLH","[[1, 2048, 2880], [2880, 2880], [1, 2048, 2880]]",1,21889024,8464,1,2048,2880,2880,0,79680,40181760,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,426.3787951807229,469.6558757000659,0.934857526198192,0.16985745956602746,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
15,FFN_routed_expert0-Fwd-FFN-encoder-FFgate_up,"Mul(a=1x2048x2880,b=1x2048x2880,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert0FwdFFNencoderFFgateuphgateup2hgate2hup1,VPU,24,Memory,7947,565,7947,0,0,0,0,0,0,0,0,0,565,0,0,23592960,"DT_BFLOAT16:[1,2048,2880]","[DT_BFLOAT16:(1,2048,2880)]",5898240,FFNroutedexpert0FwdFFNencoderFFgateuphgateup2hgate2hup1,Mul,0,[],Mul,,,,,0,,,,,0,565,23592960,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.7421970554926387,2764.8994903737257,0.0710590011769147,0.9999636493214198,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
16,FFN_routed_expert0-Fwd-FFN-encoder-FFoutput,"XlaEinsum(a=1x2048x2880,b=2880x2880,eq=BLH;HM->BLM,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert0FwdFFNencoderFFoutputMatMulffdown2hgateup2WFFdown1,MXU,24,Compute,79680,79680,13535,0,0,0,0,0,0,0,0,79680,13277,0,0,40181760,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,2880]","[DT_BFLOAT16:(1,2048,2880)]",33973862400,FFNroutedexpert0FwdFFNencoderFFoutputMatMulffdown2hgateup2WFFdown1,Einsum,16588800,[],Einsum,"BLH,HM->BLM","[[1, 2048, 2880], [2880, 2880], [1, 2048, 2880]]",1,21889024,8464,1,2048,2880,2880,0,79680,40181760,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,426.3787951807229,469.6558757000659,0.934857526198192,0.16985745956602746,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
17,FFN_routed_expert1-Fwd-FFN-encoder-FFgate,"XlaEinsum(a=1x2048x2880,b=2880x2880,eq=BLM;MH->BLH,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert1FwdFFNencoderFFgateMatMulhgate2ynorm2WFFgate1,MXU,24,Compute,79680,79680,13535,0,0,0,0,0,0,0,0,79680,13277,0,0,40181760,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,2880]","[DT_BFLOAT16:(1,2048,2880)]",33973862400,FFNroutedexpert1FwdFFNencoderFFgateMatMulhgate2ynorm2WFFgate1,Einsum,16588800,[],Einsum,"BLM,MH->BLH","[[1, 2048, 2880], [2880, 2880], [1, 2048, 2880]]",1,21889024,8464,1,2048,2880,2880,0,79680,40181760,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,426.3787951807229,469.6558757000659,0.934857526198192,0.16985745956602746,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
18,FFN_routed_expert1-Fwd-FFN-encoder-FFup,"XlaEinsum(a=1x2048x2880,b=2880x2880,eq=BLM;MH->BLH,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert1FwdFFNencoderFFupMatMulhup2ynorm2WFFup1,MXU,24,Compute,79680,79680,13535,0,0,0,0,0,0,0,0,79680,13277,0,0,40181760,"DT_BFLOAT16:[1,2048,2880],DT_BFLOAT16:[2880,2880]","[DT_BFLOAT16:(1,2048,2880)]",33973862400,FFNroutedexpert1FwdFFNencoderFFupMatMulhup2ynorm2WFFup1,Einsum,16588800,[],Einsum,"BLM,MH->BLH","[[1, 2048, 2880], [2880, 2880], [1, 2048, 2880]]",1,21889024,8464,1,2048,2880,2880,0,79680,40181760,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,426.3787951807229,469.6558757000659,0.934857526198192,0.16985745956602746,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
19,FFN_routed_expert1-Fwd-FFN-encoder-FFgate_up,"Mul(a=1x2048x2880,b=1x2048x2880,memory_placements=0_0_0,type=DT_BFLOAT16)",FFNroutedexpert1FwdFFNencoderFFgateuphgateup2hgate2hup1,VPU,24,Memory,7947,565,7947,0,0,0,0,0,0,0,0,0,565,0,0,23592960,"DT_BFLOAT16:[1,2048,2880]","[DT_BFLOAT16:(1,2048,2880)]",5898240,FFNroutedexpert1FwdFFNencoderFFgateuphgateup2hgate2hup1,Mul,0,[],Mul,,,,,0,,,,,0,565,23592960,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,0.0,0.0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.7421970554926387,2764.8994903737257,0.0710590011769147,0.9999636493214198,20,100.0,20,100.0,20,100.0,20,100.0,20,100.0,1.0,1.0,1.0,1.0,1.0
